participant,age,gender,real_angle,real_time,angle_click,estimated_time,difference_sec
davidd,32,Home,270.59,7.0442,258.41,6.9576,-0.0866
davidd,32,Home,93.76,18.5868,76.97,18.4673,-0.1194
davidd,32,Home,269.15,27.514,247.68,27.3612,-0.1527
davidd,32,Home,101.01,36.5583,88.77,36.4713,-0.087
davidd,32,Home,127.98,49.5501,92.15,49.2953,-0.2548
