participant,age,gender,real_angle,real_time,angle_click,estimated_time,difference_sec
pep,17,Home,249.78,4.3362,209.8,4.0519,-0.2843
pep,17,Home,263.53,12.114,175.05,11.4848,-0.6292
pep,17,Home,213.22,24.5562,157.11,24.1572,-0.399
pep,17,Home,127.04,34.1834,32.71,33.5126,-0.6708
pep,17,Home,303.18,45.6759,245.18,45.2635,-0.4125
pep,17,Home,216.99,55.303,163.87,54.9253,-0.3778
pep,17,Home,203.61,65.4479,142.43,65.0128,-0.4351
